Subject,Session,Trial,Accuracy,Target,Distractor,Pair,Distance,JointRank
3,21,65,1,3,7,19,4,10
3,21,66,1,2,4,10,2,6
3,21,67,0,7,9,35,2,16
3,21,68,0,7,8,34,1,15
3,21,69,1,1,5,4,4,6
3,21,70,1,6,9,33,3,15
3,21,71,1,2,6,12,4,8
3,21,72,0,4,9,26,5,13
3,21,73,1,1,2,1,1,3
3,21,74,1,3,8,20,5,11
3,21,75,0,4,9,26,5,13
3,21,76,0,8,9,36,1,17
3,21,77,0,4,7,24,3,11
3,21,78,1,2,5,11,3,7
3,21,79,1,7,8,34,1,15
3,21,80,1,2,6,12,4,8
3,21,81,0,4,8,25,4,12
3,21,82,1,1,6,5,5,7
3,21,83,1,2,8,14,6,10
3,21,84,1,6,9,33,3,15
3,21,85,0,5,6,27,1,11
3,21,86,1,5,8,29,3,13
3,21,87,1,2,9,15,7,11
3,21,88,1,7,9,35,2,16
3,21,89,1,1,3,2,2,4
3,21,90,1,1,8,7,7,9
3,21,91,1,5,7,28,2,12
3,21,92,1,3,9,21,6,12
3,21,93,1,3,5,17,2,8
3,21,94,0,4,5,22,1,9
3,21,95,1,6,8,32,2,14
3,21,96,1,3,7,19,4,10
3,21,97,0,4,6,23,2,10
3,21,98,1,6,7,31,1,13
3,21,99,1,2,7,13,5,9
3,21,100,1,3,4,16,1,7
3,21,101,1,3,6,18,3,9
3,21,102,1,1,9,8,8,10
3,21,103,1,1,4,3,3,5
3,21,104,1,1,7,6,6,8
3,21,105,1,5,9,30,4,14
3,21,106,1,2,4,10,2,6
3,21,107,1,2,3,9,1,5
3,21,108,1,1,5,4,4,6
3,21,109,0,8,9,36,1,17
3,21,110,1,2,3,9,1,5
3,21,111,1,3,5,17,2,8
3,21,112,1,3,7,19,4,10
3,21,113,1,7,9,35,2,16
3,21,114,1,2,9,15,7,11
3,21,115,1,2,7,13,5,9
3,21,116,1,2,4,10,2,6
3,21,117,1,5,7,28,2,12
3,21,118,0,4,6,23,2,10
3,21,119,1,1,7,6,6,8
3,21,120,1,6,9,33,3,15
3,21,121,1,3,9,21,6,12
3,21,122,1,4,9,26,5,13
3,21,123,1,5,6,27,1,11
3,21,124,0,1,2,1,1,3
3,21,125,1,2,8,14,6,10
3,21,126,1,1,9,8,8,10
3,21,127,1,7,8,34,1,15
3,21,128,1,3,8,20,5,11
3,21,129,0,6,7,31,1,13
3,21,130,0,4,7,24,3,11
3,21,131,1,5,8,29,3,13
3,21,132,1,6,8,32,2,14
3,21,133,1,1,8,7,7,9
3,21,134,1,1,5,4,4,6
3,21,135,0,4,5,22,1,9
3,21,136,1,5,9,30,4,14
3,21,137,1,4,8,25,4,12
3,21,138,1,1,6,5,5,7
3,21,139,1,3,6,18,3,9
3,21,140,1,1,3,2,2,4
3,21,141,1,3,4,16,1,7
3,21,142,1,2,6,12,4,8
3,21,143,1,1,4,3,3,5
3,21,144,1,2,5,11,3,7
3,22,1,1,2,8,14,6,10
3,22,2,0,4,7,24,3,11
3,22,3,1,1,3,2,2,4
3,22,4,1,3,9,21,6,12
3,22,5,1,5,7,28,2,12
3,22,6,0,4,9,26,5,13
3,22,7,1,5,9,30,4,14
3,22,8,1,3,7,19,4,10
3,22,9,0,6,8,32,2,14
3,22,10,1,1,5,4,4,6
3,22,11,1,1,7,6,6,8
3,22,12,0,4,6,23,2,10
3,22,13,1,3,4,16,1,7
3,22,14,1,1,8,7,7,9
3,22,15,0,4,5,22,1,9
3,22,16,1,3,5,17,2,8
3,22,17,1,2,6,12,4,8
3,22,18,1,1,9,8,8,10
3,22,19,1,2,7,13,5,9
3,22,20,1,5,6,27,1,11
3,22,21,1,1,6,5,5,7
3,22,22,1,2,5,11,3,7
3,22,23,1,7,8,34,1,15
3,22,24,1,1,4,3,3,5
3,22,25,1,3,6,18,3,9
3,22,26,1,1,2,1,1,3
3,22,27,1,2,9,15,7,11
3,22,28,1,3,8,20,5,11
3,22,29,1,2,4,10,2,6
3,22,30,0,6,7,31,1,13
3,22,31,0,6,9,33,3,15
3,22,32,0,4,8,25,4,12
3,22,33,1,7,9,35,2,16
3,22,34,0,8,9,36,1,17
3,22,35,1,5,8,29,3,13
3,22,36,0,2,3,9,1,5
3,22,37,1,1,4,3,3,5
3,22,38,1,5,6,27,1,11
3,22,39,1,5,9,30,4,14
3,22,40,1,1,3,2,2,4
3,22,41,1,3,5,17,2,8
3,22,42,1,2,6,12,4,8
3,22,43,1,5,7,28,2,12
3,22,44,0,6,9,33,3,15
3,22,45,1,3,9,21,6,12
3,22,46,1,1,9,8,8,10
3,22,47,1,1,6,5,5,7
3,22,48,1,2,7,13,5,9
3,22,49,1,1,7,6,6,8
3,22,50,1,7,8,34,1,15
3,22,51,0,2,5,11,3,7
3,22,52,1,3,4,16,1,7
3,22,53,0,4,6,23,2,10
3,22,54,1,1,2,1,1,3
3,22,55,1,6,8,32,2,14
3,22,56,1,7,9,35,2,16
3,22,57,1,8,9,36,1,17
3,22,58,0,2,3,9,1,5
3,22,59,1,5,8,29,3,13
3,22,60,0,4,8,25,4,12
3,22,61,1,3,7,19,4,10
3,22,62,1,3,6,18,3,9
3,22,63,1,3,8,20,5,11
3,22,64,1,1,5,4,4,6
3,22,65,1,2,9,15,7,11
3,22,66,0,6,7,31,1,13
3,22,67,1,4,7,24,3,11
3,22,68,0,4,5,22,1,9
3,22,69,1,2,8,14,6,10
3,22,70,1,1,8,7,7,9
3,22,71,1,2,4,10,2,6
3,22,72,1,4,9,26,5,13
3,22,73,1,1,9,8,8,10
3,22,74,0,4,5,22,1,9
3,22,75,1,8,9,36,1,17
3,22,76,1,3,4,16,1,7
3,22,77,1,3,6,18,3,9
3,22,78,1,1,8,7,7,9
3,22,79,1,3,7,19,4,10
3,22,80,1,2,7,13,5,9
3,22,81,0,6,8,32,2,14
3,22,82,1,1,4,3,3,5
3,22,83,1,7,9,35,2,16
3,22,84,0,2,3,9,1,5
3,22,85,1,3,5,17,2,8
3,22,86,1,6,7,31,1,13
3,22,87,0,4,8,25,4,12
3,22,88,1,5,6,27,1,11
3,22,89,1,2,5,11,3,7
3,22,90,1,2,9,15,7,11
3,22,91,1,3,9,21,6,12
3,22,92,1,1,3,2,2,4
3,22,93,0,7,8,34,1,15
3,22,94,1,1,5,4,4,6
3,22,95,1,2,8,14,6,10
3,22,96,1,1,7,6,6,8
3,22,97,1,5,9,30,4,14
3,22,98,1,4,9,26,5,13
3,22,99,1,3,8,20,5,11
3,22,100,1,5,8,29,3,13
3,22,101,1,1,2,1,1,3
3,22,102,1,1,6,5,5,7
3,22,103,1,5,7,28,2,12
3,22,104,1,2,6,12,4,8
3,22,105,0,4,6,23,2,10
3,22,106,1,6,9,33,3,15
3,22,107,1,4,7,24,3,11
3,22,108,1,2,4,10,2,6
3,22,109,1,1,8,7,7,9
3,22,110,1,8,9,36,1,17
3,22,111,1,5,9,30,4,14
3,22,112,1,5,6,27,1,11
3,22,113,1,4,6,23,2,10
3,22,114,1,7,9,35,2,16
3,22,115,1,4,9,26,5,13
3,22,116,1,2,5,11,3,7
3,22,117,1,1,7,6,6,8
3,22,118,1,3,6,18,3,9
3,22,119,1,6,8,32,2,14
3,22,120,1,1,2,1,1,3
3,22,121,1,1,6,5,5,7
3,22,122,1,4,8,25,4,12
3,22,123,1,7,8,34,1,15
3,22,124,1,1,5,4,4,6
3,22,125,1,4,7,24,3,11
3,22,126,1,4,5,22,1,9
3,22,127,1,5,8,29,3,13
3,22,128,1,5,7,28,2,12
3,22,129,1,6,9,33,3,15
3,22,130,1,1,4,3,3,5
3,22,131,1,2,8,14,6,10
3,22,132,0,2,3,9,1,5
3,22,133,1,3,9,21,6,12
3,22,134,1,3,7,19,4,10
3,22,135,1,3,4,16,1,7
3,22,136,1,3,8,20,5,11
3,22,137,1,2,6,12,4,8
3,22,138,1,2,9,15,7,11
3,22,139,1,1,3,2,2,4
3,22,140,0,2,4,10,2,6
3,22,141,1,2,7,13,5,9
3,22,142,0,3,5,17,2,8
3,22,143,1,1,9,8,8,10
3,22,144,1,6,7,31,1,13
3,23,1,1,5,8,29,3,13
3,23,2,0,2,5,11,3,7
3,23,3,0,1,4,3,3,5
3,23,4,1,6,7,31,1,13
3,23,5,0,5,6,27,1,11
3,23,6,1,6,8,32,2,14
3,23,7,1,5,9,30,4,14
3,23,8,0,1,8,7,7,9
3,23,9,0,3,9,21,6,12
3,23,10,1,6,9,33,3,15
3,23,11,1,3,7,19,4,10
3,23,12,1,7,8,34,1,15
3,23,13,0,2,9,15,7,11
3,23,14,0,1,5,4,4,6
3,23,15,0,4,9,26,5,13
3,23,16,0,5,7,28,2,12
3,23,17,0,4,8,25,4,12
3,23,18,1,2,8,14,6,10
3,23,19,1,2,4,10,2,6
3,23,20,1,4,5,22,1,9
3,23,21,0,2,6,12,4,8
3,23,22,1,7,9,35,2,16
3,23,23,0,4,7,24,3,11
3,23,24,0,1,3,2,2,4
3,23,25,1,2,3,9,1,5
3,23,26,1,3,4,16,1,7
3,23,27,0,1,6,5,5,7
3,23,28,0,4,6,23,2,10
3,23,29,1,1,7,6,6,8
3,23,30,1,8,9,36,1,17
3,23,31,1,3,6,18,3,9
3,23,32,1,3,8,20,5,11
3,23,33,1,3,5,17,2,8
3,23,34,1,1,2,1,1,3
3,23,35,1,2,7,13,5,9
3,23,36,1,1,9,8,8,10
3,23,37,0,2,3,9,1,5
3,23,38,1,4,5,22,1,9
3,23,39,1,3,5,17,2,8
3,23,40,1,3,7,19,4,10
3,23,41,1,2,8,14,6,10
3,23,42,1,7,8,34,1,15
3,23,43,0,5,9,30,4,14
3,23,44,1,1,4,3,3,5
3,23,45,0,6,7,31,1,13
3,23,46,1,6,8,32,2,14
3,23,47,1,1,3,2,2,4
3,23,48,1,2,6,12,4,8
3,23,49,0,7,9,35,2,16
3,23,50,1,1,9,8,8,10
3,23,51,1,4,8,25,4,12
3,23,52,0,5,6,27,1,11
3,23,53,1,3,8,20,5,11
3,23,54,1,2,4,10,2,6
3,23,55,1,8,9,36,1,17
3,23,56,1,1,8,7,7,9
3,23,57,1,1,5,4,4,6
3,23,58,0,4,6,23,2,10
3,23,59,1,5,7,28,2,12
3,23,60,1,1,6,5,5,7
3,23,61,1,2,7,13,5,9
3,23,62,1,4,9,26,5,13
3,23,63,1,1,7,6,6,8
3,23,64,1,6,9,33,3,15
3,23,65,1,1,2,1,1,3
3,23,66,1,3,9,21,6,12
3,23,67,1,2,9,15,7,11
3,23,68,1,3,4,16,1,7
3,23,69,0,5,8,29,3,13
3,23,70,1,2,5,11,3,7
3,23,71,1,4,7,24,3,11
3,23,72,1,3,6,18,3,9
3,23,73,1,3,9,21,6,12
3,23,74,1,4,6,23,2,10
3,23,75,1,4,5,22,1,9
3,23,76,0,5,8,29,3,13
3,23,77,1,3,7,19,4,10
3,23,78,1,7,9,35,2,16
3,23,79,1,3,4,16,1,7
3,23,80,1,5,6,27,1,11
3,23,81,1,6,8,32,2,14
3,23,82,1,1,3,2,2,4
3,23,83,1,1,5,4,4,6
3,23,84,1,2,8,14,6,10
3,23,85,1,1,8,7,7,9
3,23,86,1,1,4,3,3,5
3,23,87,0,2,3,9,1,5
3,23,88,1,7,8,34,1,15
3,23,89,0,5,7,28,2,12
3,23,90,0,6,9,33,3,15
3,23,91,1,3,5,17,2,8
3,23,92,1,4,7,24,3,11
3,23,93,1,2,6,12,4,8
3,23,94,1,4,9,26,5,13
3,23,95,1,1,2,1,1,3
3,23,96,1,1,6,5,5,7
3,23,97,1,2,5,11,3,7
3,23,98,0,8,9,36,1,17
3,23,99,1,3,6,18,3,9
3,23,100,1,2,9,15,7,11
3,23,101,1,1,9,8,8,10
3,23,102,1,4,8,25,4,12
3,23,103,1,6,7,31,1,13
3,23,104,1,2,4,10,2,6
3,23,105,1,5,9,30,4,14
3,23,106,1,2,7,13,5,9
3,23,107,1,1,7,6,6,8
3,23,108,1,3,8,20,5,11
3,23,109,1,3,5,17,2,8
3,23,110,0,7,8,34,1,15
3,23,111,1,1,9,8,8,10
3,23,112,1,6,9,33,3,15
3,23,113,1,4,9,26,5,13
3,23,114,0,2,3,9,1,5
3,23,115,1,2,9,15,7,11
3,23,116,1,1,2,1,1,3
3,23,117,1,3,7,19,4,10
3,23,118,0,3,4,16,1,7
3,23,119,1,1,4,3,3,5
3,23,120,1,1,6,5,5,7
3,23,121,1,5,8,29,3,13
3,23,122,1,5,6,27,1,11
3,23,123,1,3,6,18,3,9
3,23,124,1,2,6,12,4,8
3,23,125,1,4,8,25,4,12
3,23,126,1,2,4,10,2,6
3,23,127,1,7,9,35,2,16
3,23,128,1,8,9,36,1,17
3,23,129,1,1,8,7,7,9
3,23,130,1,1,5,4,4,6
3,23,131,1,1,3,2,2,4
3,23,132,1,2,5,11,3,7
3,23,133,1,6,8,32,2,14
3,23,134,1,5,7,28,2,12
3,23,135,1,2,7,13,5,9
3,23,136,1,1,7,6,6,8
3,23,137,1,3,9,21,6,12
3,23,138,1,5,9,30,4,14
3,23,139,1,3,8,20,5,11
3,23,140,1,2,8,14,6,10
3,23,141,0,4,6,23,2,10
3,23,142,1,4,7,24,3,11
3,23,143,0,6,7,31,1,13
3,23,144,0,4,5,22,1,9
3,24,1,0,1,8,7,7,9
3,24,2,1,6,9,33,3,15
3,24,3,1,1,7,6,6,8
3,24,4,1,2,5,11,3,7
3,24,5,1,2,7,13,5,9
3,24,6,1,1,4,3,3,5
3,24,7,0,3,4,16,1,7
3,24,8,1,1,3,2,2,4
3,24,9,0,4,5,22,1,9
3,24,10,0,7,8,34,1,15
3,24,11,0,3,5,17,2,8
3,24,12,1,1,9,8,8,10
3,24,13,0,3,9,21,6,12
3,24,14,1,6,8,32,2,14
3,24,15,0,5,6,27,1,11
3,24,16,1,2,6,12,4,8
3,24,17,1,6,7,31,1,13
3,24,18,1,2,3,9,1,5
3,24,19,1,2,9,15,7,11
3,24,20,1,3,7,19,4,10
3,24,21,0,4,7,24,3,11
3,24,22,1,5,9,30,4,14
3,24,23,1,4,8,25,4,12
3,24,24,1,1,5,4,4,6
3,24,25,0,4,6,23,2,10
3,24,26,1,2,8,14,6,10
3,24,27,1,5,8,29,3,13
3,24,28,1,7,9,35,2,16
3,24,29,1,3,8,20,5,11
3,24,30,1,4,9,26,5,13
3,24,31,0,3,6,18,3,9
3,24,32,0,1,2,1,1,3
3,24,33,0,5,7,28,2,12
3,24,34,1,2,4,10,2,6
3,24,35,0,1,6,5,5,7
3,24,36,0,8,9,36,1,17
3,24,37,1,3,6,18,3,9
3,24,38,1,3,5,17,2,8
3,24,39,1,2,8,14,6,10
3,24,40,1,7,9,35,2,16
3,24,41,1,7,8,34,1,15
3,24,42,1,6,8,32,2,14
3,24,43,1,3,8,20,5,11
3,24,44,1,4,8,25,4,12
3,24,45,1,2,7,13,5,9
3,24,46,1,6,9,33,3,15
3,24,47,1,8,9,36,1,17
3,24,48,1,2,3,9,1,5
3,24,49,1,2,6,12,4,8
3,24,50,1,3,9,21,6,12
3,24,51,1,1,5,4,4,6
3,24,52,1,1,6,5,5,7
3,24,53,0,1,2,1,1,3
3,24,54,1,1,8,7,7,9
3,24,55,1,2,4,10,2,6
3,24,56,1,1,4,3,3,5
3,24,57,0,5,6,27,1,11
3,24,58,1,3,7,19,4,10
3,24,59,0,4,6,23,2,10
3,24,60,1,5,8,29,3,13
3,24,61,1,2,9,15,7,11
3,24,62,0,4,7,24,3,11
3,24,63,1,5,9,30,4,14
3,24,64,1,1,7,6,6,8
3,24,65,1,3,4,16,1,7
3,24,66,0,5,7,28,2,12
3,24,67,1,2,5,11,3,7
3,24,68,1,4,9,26,5,13
3,24,69,1,1,9,8,8,10
3,24,70,0,4,5,22,1,9
3,24,71,0,1,3,2,2,4
3,24,72,0,6,7,31,1,13
3,24,73,1,2,7,13,5,9
3,24,74,1,5,8,29,3,13
3,24,75,1,3,9,21,6,12
3,24,76,1,3,7,19,4,10
3,24,77,1,6,9,33,3,15
3,24,78,1,1,8,7,7,9
3,24,79,1,1,4,3,3,5
3,24,80,1,6,8,32,2,14
3,24,81,1,1,9,8,8,10
3,24,82,1,2,6,12,4,8
3,24,83,1,1,6,5,5,7
3,24,84,1,1,3,2,2,4
3,24,85,1,2,3,9,1,5
3,24,86,1,5,7,28,2,12
3,24,87,1,8,9,36,1,17
3,24,88,1,6,7,31,1,13
3,24,89,0,4,6,23,2,10
3,24,90,1,2,8,14,6,10
3,24,91,0,1,2,1,1,3
3,24,92,1,3,8,20,5,11
3,24,93,1,1,7,6,6,8
3,24,94,0,3,6,18,3,9
3,24,95,1,7,8,34,1,15
3,24,96,1,2,4,10,2,6
3,24,97,1,4,8,25,4,12
3,24,98,0,4,5,22,1,9
3,24,99,1,2,9,15,7,11
3,24,100,0,3,4,16,1,7
3,24,101,1,5,9,30,4,14
3,24,102,1,1,5,4,4,6
3,24,103,1,7,9,35,2,16
3,24,104,1,2,5,11,3,7
3,24,105,1,3,5,17,2,8
3,24,106,0,4,7,24,3,11
3,24,107,0,5,6,27,1,11
3,24,108,1,4,9,26,5,13
3,24,109,0,4,7,24,3,11
3,24,110,1,2,8,14,6,10
3,24,111,0,6,8,32,2,14
3,24,112,1,6,9,33,3,15
3,24,113,1,5,7,28,2,12
3,24,114,1,7,9,35,2,16
3,24,115,1,3,8,20,5,11
3,24,116,0,6,7,31,1,13
3,24,117,1,2,7,13,5,9
3,24,118,1,4,8,25,4,12
3,24,119,0,1,2,1,1,3
3,24,120,0,4,6,23,2,10
3,24,121,1,1,9,8,8,10
3,24,122,1,7,8,34,1,15
3,24,123,1,2,4,10,2,6
3,24,124,1,1,4,3,3,5
3,24,125,1,3,6,18,3,9
3,24,126,1,5,8,29,3,13
3,24,127,0,3,5,17,2,8
3,24,128,1,1,7,6,6,8
3,24,129,1,3,9,21,6,12
3,24,130,1,1,5,4,4,6
3,24,131,1,2,6,12,4,8
3,24,132,0,4,5,22,1,9
3,24,133,1,1,8,7,7,9
3,24,134,1,3,7,19,4,10
3,24,135,1,5,9,30,4,14
3,24,136,1,2,5,11,3,7
3,24,137,1,2,3,9,1,5
3,24,138,1,4,9,26,5,13
3,24,139,1,3,4,16,1,7
3,24,140,1,8,9,36,1,17
3,24,141,1,1,6,5,5,7
3,24,142,1,2,9,15,7,11
3,24,143,1,5,6,27,1,11
3,24,144,1,1,3,2,2,4
3,25,1,0,6,9,33,3,15
3,25,2,1,3,9,21,6,12
3,25,3,1,3,6,18,3,9
3,25,4,1,5,6,27,1,11
3,25,5,1,1,3,2,2,4
3,25,6,1,2,6,12,4,8
3,25,7,0,4,6,23,2,10
3,25,8,0,4,8,25,4,12
3,25,9,1,1,4,3,3,5
3,25,10,0,8,9,36,1,17
3,25,11,1,5,9,30,4,14
3,25,12,1,5,8,29,3,13
3,25,13,0,3,5,17,2,8
3,25,14,1,2,8,14,6,10
3,25,15,1,1,5,4,4,6
3,25,16,1,1,9,8,8,10
3,25,17,1,1,6,5,5,7
3,25,18,1,7,8,34,1,15
3,25,19,0,4,5,22,1,9
3,25,20,1,3,7,19,4,10
3,25,21,1,2,3,9,1,5
3,25,22,0,5,7,28,2,12
3,25,23,1,1,7,6,6,8
3,25,24,0,6,8,32,2,14
3,25,25,1,3,4,16,1,7
3,25,26,1,2,4,10,2,6
3,25,27,1,1,8,7,7,9
3,25,28,0,1,2,1,1,3
3,25,29,0,4,7,24,3,11
3,25,30,0,4,9,26,5,13
3,25,31,1,2,9,15,7,11
3,25,32,1,2,7,13,5,9
3,25,33,0,6,7,31,1,13
3,25,34,0,2,5,11,3,7
3,25,35,0,7,9,35,2,16
3,25,36,1,3,8,20,5,11
3,25,37,1,5,6,27,1,11
3,25,38,1,1,5,4,4,6
3,25,39,1,3,6,18,3,9
3,25,40,1,6,9,33,3,15
3,25,41,1,2,7,13,5,9
3,25,42,0,4,7,24,3,11
3,25,43,1,3,4,16,1,7
3,25,44,0,1,2,1,1,3
3,25,45,1,3,8,20,5,11
3,25,46,1,3,5,17,2,8
3,25,47,1,8,9,36,1,17
3,25,48,0,1,3,2,2,4
3,25,49,1,5,8,29,3,13
3,25,50,1,3,9,21,6,12
3,25,51,1,2,6,12,4,8
3,25,52,1,2,4,10,2,6
3,25,53,1,7,9,35,2,16
3,25,54,1,3,7,19,4,10
3,25,55,0,6,8,32,2,14
3,25,56,0,6,7,31,1,13
3,25,57,1,4,9,26,5,13
3,25,58,1,2,5,11,3,7
3,25,59,1,5,9,30,4,14
3,25,60,1,1,7,6,6,8
3,25,61,1,7,8,34,1,15
3,25,62,1,1,9,8,8,10
3,25,63,0,4,5,22,1,9
3,25,64,1,2,8,14,6,10
3,25,65,1,5,7,28,2,12
3,25,66,1,1,8,7,7,9
3,25,67,1,1,6,5,5,7
3,25,68,1,1,4,3,3,5
3,25,69,1,4,6,23,2,10
3,25,70,1,4,8,25,4,12
3,25,71,1,2,3,9,1,5
3,25,72,1,2,9,15,7,11
3,25,73,1,1,8,7,7,9
3,25,74,1,4,7,24,3,11
3,25,75,1,5,6,27,1,11
3,25,76,1,3,6,18,3,9
3,25,77,0,8,9,36,1,17
3,25,78,1,1,6,5,5,7
3,25,79,1,2,3,9,1,5
3,25,80,1,1,5,4,4,6
3,25,81,1,4,8,25,4,12
3,25,82,1,2,6,12,4,8
3,25,83,1,7,9,35,2,16
3,25,84,1,3,8,20,5,11
3,25,85,1,2,8,14,6,10
3,25,86,1,4,6,23,2,10
3,25,87,1,5,9,30,4,14
3,25,88,1,2,7,13,5,9
3,25,89,1,5,7,28,2,12
3,25,90,1,3,9,21,6,12
3,25,91,1,1,2,1,1,3
3,25,92,1,1,7,6,6,8
3,25,93,1,2,5,11,3,7
3,25,94,1,2,4,10,2,6
3,25,95,1,6,9,33,3,15
3,25,96,1,1,4,3,3,5
3,25,97,1,6,7,31,1,13
3,25,98,1,3,5,17,2,8
3,25,99,1,4,9,26,5,13
3,25,100,1,1,9,8,8,10
3,25,101,1,5,8,29,3,13
3,25,102,1,7,8,34,1,15
3,25,103,1,3,4,16,1,7
3,25,104,1,3,7,19,4,10
3,25,105,1,6,8,32,2,14
3,25,106,0,1,3,2,2,4
3,25,107,0,4,5,22,1,9
3,25,108,1,2,9,15,7,11
3,25,109,1,1,6,5,5,7
3,25,110,1,5,9,30,4,14
3,25,111,1,2,4,10,2,6
3,25,112,1,2,6,12,4,8
3,25,113,0,8,9,36,1,17
3,25,114,1,3,9,21,6,12
3,25,115,1,2,5,11,3,7
3,25,116,1,2,9,15,7,11
3,25,117,1,7,8,34,1,15
3,25,118,1,6,8,32,2,14
3,25,119,1,1,7,6,6,8
3,25,120,0,1,2,1,1,3
3,25,121,0,1,4,3,3,5
3,25,122,1,4,7,24,3,11
3,25,123,1,3,5,17,2,8
3,25,124,1,1,9,8,8,10
3,25,125,1,5,7,28,2,12
3,25,126,1,5,8,29,3,13
3,25,127,1,3,4,16,1,7
3,25,128,1,1,8,7,7,9
3,25,129,1,1,3,2,2,4
3,25,130,1,7,9,35,2,16
3,25,131,1,1,5,4,4,6
3,25,132,0,6,7,31,1,13
3,25,133,1,2,8,14,6,10
3,25,134,1,3,8,20,5,11
3,25,135,1,5,6,27,1,11
3,25,136,1,4,6,23,2,10
3,25,137,0,2,3,9,1,5
3,25,138,0,4,5,22,1,9
3,25,139,1,4,8,25,4,12
3,25,140,1,3,7,19,4,10
3,25,141,1,4,9,26,5,13
3,25,142,1,3,6,18,3,9
3,25,143,1,6,9,33,3,15
3,25,144,1,2,7,13,5,9
3,26,1,1,4,8,25,4,12
3,26,2,0,1,8,7,7,9
3,26,3,0,2,3,9,1,5
3,26,4,0,3,8,20,5,11
3,26,5,0,3,4,16,1,7
3,26,6,0,1,7,6,6,8
3,26,7,0,5,6,27,1,11
3,26,8,1,6,7,31,1,13
3,26,9,0,7,9,35,2,16
3,26,10,1,5,7,28,2,12
3,26,11,1,2,7,13,5,9
3,26,12,1,2,8,14,6,10
3,26,13,1,2,5,11,3,7
3,26,14,0,8,9,36,1,17
3,26,15,1,1,3,2,2,4
3,26,16,1,2,9,15,7,11
3,26,17,1,2,6,12,4,8
3,26,18,1,4,9,26,5,13
3,26,19,1,4,6,23,2,10
3,26,20,1,4,7,24,3,11
3,26,21,1,1,6,5,5,7
3,26,22,1,1,5,4,4,6
3,26,23,0,2,4,10,2,6
3,26,24,1,4,5,22,1,9
3,26,25,0,1,2,1,1,3
3,26,26,0,3,7,19,4,10
3,26,27,1,5,8,29,3,13
3,26,28,0,3,9,21,6,12
3,26,29,0,3,6,18,3,9
3,26,30,0,1,4,3,3,5
3,26,31,0,6,9,33,3,15
3,26,32,0,3,5,17,2,8
3,26,33,1,1,9,8,8,10
3,26,34,1,7,8,34,1,15
3,26,35,1,5,9,30,4,14
3,26,36,1,6,8,32,2,14
3,26,37,1,1,8,7,7,9
3,26,38,1,2,4,10,2,6
3,26,39,0,5,7,28,2,12
3,26,40,1,4,6,23,2,10
3,26,41,1,2,3,9,1,5
3,26,42,0,3,6,18,3,9
