group,IDNR,sex,grade,age,a1.1,a1.2,a1.3,a1.4,a1.5,a1.6,a1.7,a1.8,a1.9,a1.10,a1.11,a1.12,a1.13,a1.14,a1.15,a1.16
1,316,2,6,15,1,1,1,1,1,1,1,0,1,0,-9,0,-9,0,-9,-9
1,835,2,4,13,1,-9,1,1,0,1,1,1,1,1,-9,0,0,-9,-9,-9
1,401,2,6,16,1,0,1,1,-9,1,1,1,1,0,0,0,0,-9,-9,-9
1,13,1,6,14,1,1,1,1,1,1,1,1,1,1,0,1,-9,0,1,-9
1,245,1,6,14,1,1,1,1,1,1,1,1,1,1,0,-9,0,-9,-9,-9
1,138,2,6,14,1,1,1,1,1,1,1,0,1,0,-9,0,0,-9,-9,-9
1,5,2,6,13,1,1,1,1,1,1,0,1,1,0,0,0,-9,-9,-9,-9
1,51,2,6,13,1,0,1,1,0,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,56,2,6,13,1,1,1,1,1,1,1,1,1,0,0,0,1,-9,0,-9
1,106,1,6,13,1,1,1,1,1,1,1,0,1,1,1,-9,1,-9,-9,-9
1,309,2,6,15,1,1,1,1,0,1,1,1,1,-9,1,1,1,1,-9,-9
1,267,1,6,14,1,1,1,1,1,1,1,0,1,-9,1,0,0,0,-9,-9
1,161,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1,-9,1,-9,-9
1,281,2,6,14,1,1,1,1,1,1,1,0,1,1,1,0,1,-9,0,-9
1,57,1,6,13,1,1,1,1,1,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,113,2,6,13,1,1,1,1,1,1,1,1,1,0,0,0,0,-9,-9,-9
1,163,2,6,14,1,1,1,1,1,1,1,1,1,-9,1,-9,1,-9,0,-9
1,577,1,5,14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-9
1,178,2,6,14,1,1,1,1,1,1,1,1,1,-9,1,1,1,1,0,-9
1,295,1,6,14,1,1,1,1,1,1,1,1,1,0,1,0,-9,0,-9,0
1,129,2,6,14,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,159,2,6,14,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,442,1,5,12,1,1,1,1,-9,0,1,1,1,1,1,0,1,-9,-9,-9
1,233,1,6,14,1,1,1,1,0,1,1,1,1,1,0,0,-9,1,1,-9
1,109,2,6,13,1,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9
1,209,2,6,14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,77,2,6,13,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,-9
1,119,2,6,13,1,1,1,1,1,1,-9,0,1,1,0,0,0,0,-9,0
1,692,2,4,11,1,0,1,1,1,0,1,0,1,-9,1,0,-9,0,0,-9
1,167,1,6,14,1,1,1,1,1,1,-9,1,1,-9,1,0,-9,-9,-9,-9
1,99,2,6,13,1,1,1,1,1,1,1,1,1,1,-9,0,1,-9,-9,-9
1,359,2,6,15,1,1,1,1,1,1,1,1,1,-9,-9,1,-9,-9,0,-9
1,491,1,5,13,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
1,230,2,6,14,1,1,1,1,-9,1,1,0,1,-9,0,0,-9,-9,-9,-9
1,564,2,5,14,1,-9,1,1,1,1,1,0,1,0,-9,0,-9,-9,-9,0
1,339,2,6,15,1,1,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9
1,349,2,6,15,1,1,1,1,0,1,1,0,1,-9,1,0,-9,-9,-9,-9
1,361,2,6,15,1,1,1,1,0,1,1,1,1,0,-9,1,-9,0,-9,-9
1,598,1,5,15,1,1,1,1,1,1,1,1,1,-9,1,0,-9,1,-9,-9
1,392,1,6,16,1,0,1,1,1,1,1,0,1,0,1,0,-9,0,0,0
1,400,2,6,16,1,0,1,0,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,654,1,4,11,1,-9,0,1,0,1,1,1,1,-9,-9,1,-9,-9,-9,-9
1,166,1,6,14,0,1,1,1,1,1,1,0,1,1,0,0,0,-9,-9,-9
1,603,2,5,15,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,171,1,6,14,1,1,1,1,1,1,1,1,1,-9,1,1,-9,1,-9,-9
1,208,1,6,14,1,1,1,1,0,1,-9,1,1,-9,1,-9,-9,-9,-9,-9
1,229,2,6,14,1,1,1,1,1,1,1,1,1,-9,0,0,1,1,0,0
1,146,1,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9
1,179,2,6,14,1,1,1,1,1,1,1,0,1,1,-9,-9,-9,-9,-9,-9
1,224,2,6,14,1,1,1,1,-9,1,1,0,1,1,-9,0,-9,0,0,0
1,445,1,5,12,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,0,-9,-9
1,160,1,6,14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-9
1,170,2,6,14,1,1,1,1,-9,1,-9,0,1,1,-9,-9,0,-9,-9,-9
1,253,2,6,14,1,1,1,1,0,1,1,0,1,1,1,0,-9,-9,-9,-9
1,458,2,5,12,1,1,1,1,1,1,0,1,1,0,1,1,-9,-9,-9,-9
1,74,1,6,13,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,1,-9,-9
1,345,2,6,15,1,1,1,1,0,1,0,0,1,-9,1,-9,-9,-9,-9,-9
1,192,1,6,14,1,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,243,2,6,14,1,0,1,1,1,1,1,0,1,-9,-9,0,0,0,-9,-9
1,158,2,6,14,1,1,1,1,-9,1,1,0,1,0,0,-9,-9,-9,-9,-9
1,413,2,5,12,1,0,0,1,0,0,0,1,1,-9,-9,-9,-9,-9,-9,-9
1,722,1,4,12,1,0,1,1,1,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,61,2,6,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-9,0
1,425,1,5,13,1,0,1,1,1,-9,0,1,1,1,1,-9,-9,0,-9,-9
1,9,1,6,14,1,1,1,1,1,1,1,0,1,0,-9,0,-9,-9,-9,-9
1,187,2,6,14,1,0,1,1,1,1,1,1,1,1,0,0,-9,0,1,0
1,203,2,6,14,1,1,1,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9
1,222,2,6,14,1,1,1,1,0,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,456,1,5,12,1,1,1,1,0,1,1,1,1,0,1,-9,-9,0,-9,-9
1,107,2,6,13,1,1,1,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9
1,189,1,6,14,1,1,1,1,1,1,1,1,1,1,1,-9,1,1,0,-9
1,212,2,6,14,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9
1,236,2,6,14,1,1,1,1,1,1,1,0,1,1,0,-9,-9,-9,-9,-9
1,248,2,6,14,1,1,1,1,-9,1,1,1,1,-9,-9,1,-9,-9,-9,-9
1,286,1,6,14,1,0,1,1,1,1,1,1,1,0,-9,0,0,0,0,-9
1,437,2,5,12,1,1,1,1,1,1,1,0,1,0,1,0,1,1,-9,-9
1,135,1,6,14,1,1,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,111,2,6,13,1,1,1,1,-9,1,1,0,1,1,-9,1,1,0,-9,-9
1,494,1,5,13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-9,-9
1,165,2,6,14,1,1,1,1,1,1,1,0,1,0,0,-9,-9,-9,-9,-9
1,199,2,6,14,1,1,1,1,1,1,1,-9,1,1,0,-9,0,-9,-9,-9
1,277,2,6,14,0,0,1,1,-9,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,299,2,6,14,1,-9,0,1,0,1,1,0,1,-9,0,0,-9,0,-9,-9
1,504,1,5,13,1,1,1,1,0,1,1,1,1,0,-9,0,-9,-9,-9,-9
1,369,2,6,15,1,1,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9
1,435,1,5,12,1,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9
1,211,1,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9
1,581,2,5,14,1,0,1,1,-9,1,1,0,1,-9,1,-9,-9,-9,-9,-9
1,114,1,6,13,1,1,1,1,-9,0,1,0,1,0,-9,0,-9,-9,-9,-9
1,259,2,6,14,1,1,1,1,-9,1,1,1,1,1,1,-9,-9,-9,-9,-9
1,304,2,6,15,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-9,0
1,679,2,4,11,1,0,1,1,1,1,1,1,1,0,-9,0,-9,-9,-9,-9
1,35,1,6,13,1,1,1,1,0,1,1,1,1,1,1,1,1,-9,-9,-9
1,65,1,6,13,1,1,1,1,1,1,1,0,1,-9,0,-9,1,-9,1,-9
1,96,2,6,13,1,1,1,1,1,1,1,1,1,1,1,0,-9,0,0,0
1,493,2,5,13,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,0,-9
1,555,2,5,13,1,1,1,1,-9,1,1,0,1,1,-9,0,0,-9,-9,-9
1,144,1,6,14,1,1,1,1,-9,1,1,1,1,-9,-9,0,1,-9,-9,-9
1,156,2,6,14,1,0,1,1,1,1,0,0,1,1,0,0,-9,-9,-9,0
1,251,2,6,14,1,-9,1,1,0,1,1,1,1,-9,-9,0,-9,-9,1,0
1,579,2,5,14,-9,1,1,1,1,1,0,0,1,-9,1,-9,0,0,0,-9
1,602,2,5,15,1,1,1,1,1,0,1,1,1,-9,-9,0,-9,-9,-9,-9
1,174,1,6,14,1,0,1,1,1,1,1,0,1,0,1,0,0,-9,-9,-9
1,45,1,6,13,1,1,1,1,1,1,1,1,1,1,0,1,-9,0,-9,-9
1,694,2,4,11,1,1,1,1,-9,1,1,1,1,-9,-9,0,-9,0,-9,-9
1,69,1,6,13,1,0,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,101,1,6,13,1,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9
1,514,2,5,13,0,1,1,1,0,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,155,2,6,14,1,1,1,1,1,1,1,1,1,-9,0,0,0,-9,-9,0
1,246,2,6,14,1,1,1,1,1,1,0,1,1,0,-9,-9,-9,0,-9,-9
1,383,1,6,16,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,1,-9
1,91,2,6,13,1,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,811,2,4,12,0,0,1,1,-9,1,1,0,1,-9,-9,0,-9,0,-9,-9
1,479,1,5,13,1,1,1,1,0,0,1,0,1,-9,1,0,1,-9,-9,-9
1,830,1,4,13,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,429,1,5,14,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,315,1,6,15,1,1,1,1,1,1,1,1,1,-9,1,0,0,-9,-9,-9
1,112,2,6,13,1,1,1,1,1,1,1,1,1,-9,0,1,-9,0,-9,-9
1,226,1,6,14,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,240,2,6,14,1,-9,1,1,-9,1,1,1,1,1,-9,0,-9,-9,-9,-9
1,300,1,6,14,1,0,1,1,-9,0,1,1,1,0,-9,-9,-9,-9,-9,-9
1,542,2,5,13,1,1,1,1,1,1,1,0,1,-9,0,0,0,-9,-9,-9
1,431,2,5,11,1,1,1,1,1,1,1,0,1,1,0,0,1,-9,-9,-9
1,714,1,4,12,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,182,1,6,14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-9,-9
1,218,2,6,14,1,1,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9
1,326,2,6,15,1,1,1,1,1,1,1,0,1,-9,1,-9,0,-9,-9,0
1,625,1,5,16,1,0,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,496,2,5,13,1,1,1,1,1,1,0,1,1,0,1,-9,-9,-9,-9,-9
1,17,2,6,14,1,1,1,1,-9,1,1,1,1,1,1,1,1,-9,-9,-9
1,232,1,6,14,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,0,-9
1,703,2,4,11,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,727,2,4,12,1,1,1,1,1,1,-9,0,1,-9,1,0,0,-9,-9,-9
1,8,2,6,13,1,1,1,1,1,1,1,1,1,-9,-9,1,-9,0,-9,-9
1,164,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9
1,214,2,6,14,1,1,1,1,1,1,1,1,1,0,1,0,0,-9,-9,0
1,238,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
1,319,2,6,15,1,-9,1,1,-9,0,1,0,1,1,1,0,1,0,0,0
1,322,1,6,15,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,-9
1,12,2,6,14,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,640,2,4,11,1,-9,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,733,1,4,12,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,54,2,6,13,1,1,1,1,1,0,1,0,1,1,0,0,-9,1,0,-9
1,108,2,6,13,1,0,1,1,0,1,1,0,1,0,0,-9,-9,-9,-9,-9
1,213,2,6,14,1,1,1,1,1,1,1,1,1,1,1,0,-9,0,1,0
1,321,1,6,15,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,102,2,6,13,1,1,1,1,1,1,1,0,1,1,1,1,0,-9,-9,-9
1,618,2,5,15,1,0,1,1,-9,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,590,2,5,14,-9,-9,1,0,-9,0,-9,1,1,-9,-9,-9,-9,-9,-9,-9
1,97,1,6,13,1,0,1,1,1,1,0,0,1,0,1,0,0,-9,-9,-9
1,488,1,5,13,1,1,1,1,1,1,1,0,1,-9,0,1,-9,-9,0,-9
1,350,2,6,15,1,1,1,1,1,1,1,0,1,-9,0,0,0,-9,-9,-9
1,364,2,6,15,1,0,1,1,-9,1,1,0,1,-9,-9,0,-9,0,-9,-9
1,44,2,6,13,1,1,1,1,1,1,1,0,1,1,1,0,-9,0,-9,-9
1,87,1,6,13,1,1,1,1,1,1,1,1,1,1,1,0,1,-9,0,-9
1,94,2,6,13,1,1,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,-9
1,275,2,6,14,1,1,1,1,-9,0,1,1,1,1,1,1,-9,0,1,0
1,338,1,6,15,1,1,1,1,1,1,1,0,1,-9,0,1,-9,-9,-9,-9
1,398,2,6,16,-9,-9,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,404,2,6,16,1,0,1,1,0,1,0,0,1,-9,-9,-9,-9,-9,-9,-9
1,126,1,6,13,0,0,1,1,-9,1,1,1,1,0,0,0,-9,0,-9,-9
1,177,2,6,14,1,1,1,1,1,1,1,1,1,1,0,1,-9,-9,0,-9
1,227,2,6,14,1,1,1,1,-9,1,1,1,1,0,1,1,-9,0,-9,-9
1,441,2,5,12,1,0,1,1,1,1,1,1,1,1,1,-9,0,1,0,-9
1,2,2,6,13,1,1,1,1,1,1,1,1,1,0,1,1,-9,-9,-9,-9
1,84,1,6,13,1,1,1,1,1,1,1,0,1,1,-9,0,0,1,-9,-9
1,530,2,5,13,1,1,1,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9
1,148,1,6,14,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,152,2,6,14,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-9,-9
1,532,2,5,13,0,0,1,1,-9,1,1,0,1,0,-9,0,-9,-9,-9,-9
1,446,1,5,12,1,1,1,1,1,0,1,0,1,0,0,-9,-9,0,0,-9
1,785,2,4,12,1,1,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,0
1,33,2,6,13,1,1,1,1,-9,1,1,1,1,1,1,0,0,-9,-9,-9
1,482,1,5,13,0,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,497,1,5,13,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,184,2,6,14,1,-9,1,1,0,1,1,0,1,1,0,0,-9,-9,-9,-9
1,645,2,4,11,1,0,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,565,1,5,14,1,1,1,1,1,1,1,1,1,0,0,0,-9,-9,-9,-9
1,368,2,6,15,1,1,1,1,-9,1,1,0,1,1,0,-9,-9,-9,-9,0
1,269,2,6,14,1,1,1,1,1,1,1,1,1,0,0,-9,1,-9,0,0
1,443,1,5,12,1,1,1,1,1,1,1,1,1,1,0,0,0,-9,-9,-9
1,328,1,6,15,1,1,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,0
1,26,2,6,12,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,117,2,6,13,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9
1,142,2,6,14,1,1,1,1,1,1,1,1,1,1,0,-9,0,0,-9,-9
1,150,1,6,14,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,207,2,6,14,1,1,1,1,0,1,1,0,1,-9,1,-9,-9,0,-9,-9
1,4,1,6,15,1,-9,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,547,1,5,13,1,1,1,1,0,0,1,1,1,-9,0,0,-9,-9,-9,-9
1,234,2,6,14,1,0,1,1,0,1,1,1,1,0,1,0,-9,0,0,-9
1,306,2,6,15,1,1,1,1,1,1,1,1,1,1,0,1,0,-9,-9,-9
1,765,2,4,12,1,-9,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,14,1,6,13,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9
1,42,2,6,13,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,-9
1,139,1,6,14,1,-9,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,153,2,6,14,1,1,1,1,1,1,-9,0,1,-9,1,1,-9,-9,-9,-9
1,188,2,6,14,1,-9,1,1,1,1,1,0,1,1,-9,-9,1,-9,-9,-9
1,241,1,6,14,1,1,1,1,1,1,1,0,1,0,1,-9,0,1,0,-9
1,273,2,6,14,1,1,1,1,0,1,1,1,1,-9,0,0,-9,0,-9,-9
1,696,1,4,11,1,1,1,1,0,1,0,0,1,1,-9,0,-9,0,0,0
1,81,1,6,13,1,1,1,1,0,1,1,1,1,0,1,1,1,-9,-9,-9
1,72,2,6,13,1,1,1,1,1,1,1,1,1,0,-9,0,-9,-9,0,-9
1,485,2,5,13,1,1,1,1,-9,1,1,0,1,1,0,-9,1,-9,-9,-9
1,541,1,5,13,1,1,1,1,1,1,1,1,1,0,0,0,-9,-9,-9,-9
1,137,1,6,14,1,1,1,1,1,0,1,1,1,1,-9,-9,-9,0,-9,-9
1,255,2,6,14,1,0,1,1,0,1,1,1,1,-9,0,0,1,-9,-9,-9
1,367,2,6,15,1,1,1,1,1,0,1,0,1,0,0,0,-9,-9,-9,0
1,609,2,5,15,1,1,1,1,1,1,1,0,1,-9,1,-9,-9,-9,-9,-9
1,874,2,4,13,1,0,0,1,-9,-9,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,347,1,6,15,1,1,1,1,0,1,0,1,1,1,1,1,-9,-9,-9,-9
1,291,2,6,14,1,1,1,1,-9,1,1,1,1,1,-9,-9,-9,-9,-9,-9
1,432,2,5,11,1,1,1,1,1,1,1,1,1,-9,1,0,1,-9,-9,-9
1,676,2,4,11,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,30,2,6,12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-9
1,439,1,5,12,0,1,1,1,-9,0,0,1,1,1,0,-9,-9,0,0,-9
1,52,1,6,13,1,1,1,1,1,1,1,0,1,1,0,0,-9,0,0,1
1,78,2,6,13,1,1,1,1,1,1,1,0,1,1,0,-9,-9,-9,-9,-9
1,80,2,6,13,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9,0,0
1,90,2,6,13,1,1,1,1,-9,1,1,1,1,1,-9,0,1,-9,-9,-9
1,136,1,6,14,1,1,1,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9
1,157,2,6,14,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,-9
1,223,1,6,14,1,0,1,1,-9,1,1,1,1,0,0,0,0,0,-9,0
1,262,2,6,14,1,1,1,1,-9,1,1,1,1,-9,1,0,0,0,-9,-9
1,3,2,6,15,1,0,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,24,2,6,15,-9,-9,0,1,-9,1,0,0,1,0,-9,0,-9,-9,-9,-9
1,313,2,6,15,1,1,1,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9
1,318,2,6,15,1,0,1,1,1,1,0,1,1,-9,1,0,0,-9,-9,-9
1,331,1,6,15,1,1,1,1,-9,0,1,1,1,0,-9,-9,-9,-9,-9,-9
1,601,2,5,15,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,476,1,5,13,1,0,0,1,1,1,-9,1,1,-9,0,0,-9,-9,-9,-9
1,881,1,4,14,1,-9,1,1,1,1,-9,1,1,-9,-9,0,-9,-9,-9,-9
1,344,1,6,15,1,0,1,1,0,1,1,0,1,0,1,-9,-9,-9,-9,-9
1,751,1,4,12,1,0,1,1,1,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,766,2,4,12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,-9,-9
1,380,2,6,15,-9,0,0,1,0,0,1,1,1,0,-9,-9,-9,-9,-9,-9
1,121,2,6,13,1,1,1,1,1,1,1,1,1,-9,0,1,-9,-9,-9,0
1,239,1,6,14,1,0,1,1,1,1,0,1,1,0,-9,-9,-9,0,-9,-9
1,700,2,4,11,1,0,1,1,0,0,-9,0,1,-9,-9,-9,-9,-9,-9,-9
1,467,2,5,12,1,1,1,1,-9,1,0,0,1,-9,-9,0,-9,-9,-9,-9
1,120,2,6,13,1,1,1,1,1,1,1,-9,1,0,0,0,0,0,-9,-9
1,480,2,5,13,1,0,1,1,1,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,20,1,6,14,1,1,1,1,-9,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,266,2,6,14,1,1,1,1,1,-9,1,1,1,1,1,1,1,0,1,-9
1,384,1,6,16,1,1,1,1,1,1,1,-9,1,-9,1,0,-9,-9,-9,-9
1,47,2,6,13,1,1,1,1,0,1,0,0,1,1,0,0,-9,0,0,-9
1,98,2,6,13,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,-9
1,162,2,6,14,1,1,0,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,191,2,6,14,1,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9
1,889,2,4,14,1,0,1,1,1,-9,1,1,1,-9,0,0,-9,-9,-9,0
1,755,2,4,12,1,1,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9
1,11,2,6,13,1,1,1,1,-9,1,1,1,1,-9,-9,1,-9,-9,-9,-9
1,838,2,4,13,1,1,1,1,-9,1,1,1,1,0,1,1,-9,-9,-9,-9
1,285,1,6,14,-9,1,1,1,1,1,1,-9,1,-9,1,-9,-9,-9,-9,-9
1,570,2,5,14,1,-9,1,1,-9,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9
1,110,2,6,13,1,1,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,465,1,5,12,0,-9,1,1,-9,1,-9,0,1,-9,-9,-9,-9,-9,-9,-9
1,206,2,6,14,1,1,1,1,1,0,0,1,1,-9,0,0,-9,-9,-9,-9
1,898,1,4,15,1,1,1,1,1,0,-9,1,1,-9,-9,-9,0,-9,-9,-9
1,658,2,4,11,1,0,1,1,-9,0,1,1,1,0,-9,-9,-9,-9,-9,-9
1,412,1,5,12,1,1,1,1,1,1,1,1,1,0,1,0,-9,-9,-9,-9
1,451,2,5,12,1,1,1,1,1,1,1,1,1,-9,-9,-9,1,-9,-9,-9
1,721,2,4,12,1,1,1,1,-9,0,1,0,1,-9,0,-9,-9,-9,0,-9
