group,IDNR,sex,grade,age,a1.1,a1.2,a1.3,a1.4,a1.5,a1.6,a1.7,a1.8,a1.9,a1.10,a1.11,a1.12,a1.13,a1.14,a1.15,a1.16
1,801,2,4,12,1,-9,1,1,0,1,1,0,1,0,-9,0,-9,-9,-9,-9
1,538,2,5,13,1,1,0,1,1,1,1,0,1,0,0,1,-9,0,0,-9
1,15,2,6,14,1,1,1,1,-9,1,-9,0,1,-9,-9,-9,-9,0,-9,-9
1,168,2,6,14,1,1,1,1,1,1,1,0,1,-9,1,1,-9,-9,-9,-9
1,356,2,6,15,1,0,1,1,-9,0,0,0,1,0,1,0,-9,-9,-9,-9
1,637,1,4,15,1,-9,1,1,-9,-9,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,195,2,6,14,1,1,1,1,0,1,0,0,1,0,0,0,-9,0,-9,-9
1,411,1,5,12,1,1,1,1,1,0,1,0,1,0,-9,0,-9,-9,-9,-9
1,43,2,6,13,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
1,92,1,6,13,1,1,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9
1,500,2,5,13,1,1,1,1,-9,1,1,1,1,-9,-9,0,0,-9,-9,-9
1,836,2,4,13,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,141,2,6,14,1,1,1,1,-9,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,235,2,6,14,1,1,1,1,0,1,1,0,1,0,0,0,-9,0,-9,0
1,357,1,6,15,1,0,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,0
1,606,1,5,15,1,1,1,1,0,1,1,0,1,-9,0,0,0,-9,0,0
1,433,1,5,11,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1,173,2,6,14,1,1,1,1,-9,1,1,1,1,0,-9,0,0,0,-9,-9
1,221,2,6,14,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9
1,597,2,5,15,1,1,1,1,1,1,1,1,1,0,0,0,-9,0,-9,-9
1,723,1,4,12,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,63,2,6,13,1,-9,1,1,-9,1,1,-9,1,-9,-9,-9,-9,-9,-9,-9
1,116,1,6,13,1,1,1,1,1,1,1,0,1,1,1,-9,1,0,0,-9
1,833,1,4,13,1,1,1,1,1,-9,1,1,1,0,0,0,-9,-9,-9,-9
1,854,1,4,13,1,0,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,244,1,6,14,1,0,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9
1,559,1,5,14,1,1,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,880,2,4,14,1,1,1,1,1,1,0,1,1,-9,-9,0,-9,-9,-9,-9
1,307,2,6,15,1,1,1,1,1,1,0,1,1,1,0,0,-9,0,-9,-9
1,351,2,6,15,1,1,1,1,1,-9,1,1,1,-9,1,-9,-9,-9,-9,-9
1,358,1,6,15,1,1,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,623,2,5,15,1,-9,1,1,-9,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,360,2,6,15,1,1,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,-9
1,29,1,6,12,1,1,1,1,0,0,1,0,1,-9,1,-9,-9,-9,-9,-9
1,410,1,5,12,1,1,1,1,1,1,1,1,1,-9,1,0,1,-9,-9,-9
1,436,1,5,12,1,1,1,1,1,1,1,0,1,-9,1,-9,-9,-9,0,-9
1,732,2,4,12,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9,-9
1,60,1,6,13,1,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9
1,183,2,6,14,1,-9,1,1,1,1,0,0,1,0,-9,0,-9,0,-9,-9
1,290,2,6,14,1,1,1,1,0,1,1,0,1,0,0,0,-9,0,0,-9
1,372,1,6,15,1,1,1,1,1,1,1,1,1,-9,0,1,-9,-9,-9,-9
1,605,1,5,15,1,1,1,1,1,1,1,0,1,1,-9,-9,-9,-9,-9,-9
1,824,2,4,13,1,1,1,1,-9,1,-9,1,1,1,-9,-9,-9,-9,-9,-9
1,169,2,6,14,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,460,2,5,12,1,1,1,1,1,1,1,1,1,0,1,0,-9,-9,-9,-9
1,788,2,4,12,1,1,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,21,2,6,13,1,-9,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,64,2,6,13,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9,-9
1,841,2,4,13,-9,1,1,1,-9,1,1,1,1,-9,1,-9,-9,0,-9,-9
1,330,2,6,15,1,1,0,1,0,1,1,1,1,0,-9,0,-9,-9,-9,-9
1,352,2,6,15,1,0,1,1,0,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,783,2,4,12,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,0,-9,-9
1,487,1,5,13,1,0,1,1,-9,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,753,2,4,12,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9
1,41,1,6,13,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-9
1,312,2,6,15,1,1,1,1,1,1,1,0,1,1,0,-9,-9,-9,-9,-9
1,693,2,4,11,1,1,1,1,1,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,415,2,5,12,1,1,0,1,1,1,1,1,1,-9,0,-9,-9,-9,-9,-9
1,449,1,5,12,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,-9
1,730,1,4,12,1,1,1,1,0,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,76,1,6,13,1,1,1,1,-9,1,1,1,1,0,0,0,-9,-9,-9,-9
1,875,2,4,14,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-9,-9
1,323,2,6,15,0,0,1,1,1,1,1,0,1,1,-9,-9,-9,-9,-9,-9
1,337,1,6,15,1,0,1,1,1,1,1,0,1,0,1,0,-9,-9,-9,-9
1,362,2,6,15,1,1,1,1,-9,-9,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,363,1,6,15,1,1,1,1,-9,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,857,1,4,13,1,1,1,1,0,1,0,1,1,-9,1,-9,-9,-9,-9,-9
1,278,2,6,14,1,1,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,305,2,6,15,1,-9,1,1,-9,1,1,1,1,1,0,0,-9,-9,0,-9
1,677,2,4,11,1,1,1,1,1,1,-9,0,1,1,-9,-9,-9,-9,-9,-9
1,704,2,4,11,1,0,1,1,-9,1,-9,1,1,-9,-9,-9,-9,-9,-9,-9
1,434,1,5,12,1,1,1,1,-9,1,1,1,1,0,0,-9,-9,1,-9,-9
1,140,1,6,14,1,1,1,1,1,1,0,0,1,1,0,0,0,-9,-9,-9
1,200,1,6,14,1,1,1,1,1,1,-9,-9,1,-9,0,0,-9,-9,-9,-9
1,264,2,6,14,1,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,571,2,5,14,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,574,2,5,14,1,1,1,1,1,1,1,0,1,-9,1,-9,-9,-9,-9,-9
1,329,2,6,15,1,0,0,1,0,1,1,0,1,1,0,0,-9,0,1,-9
1,599,2,5,15,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,394,2,6,16,1,-9,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9,-9,-9
1,416,1,5,13,1,1,1,1,1,1,1,0,1,1,0,0,-9,0,-9,-9
1,237,2,6,14,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,0,0
1,617,1,5,15,1,-9,1,1,1,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,417,2,5,12,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,750,1,4,12,1,1,0,1,1,1,0,0,1,0,-9,-9,-9,-9,-9,-9
1,778,1,4,12,1,0,1,1,1,1,1,0,1,1,0,0,-9,0,0,-9
1,62,2,6,13,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,0
1,534,1,5,13,1,1,1,1,1,1,1,0,1,1,1,0,-9,-9,-9,-9
1,131,2,6,14,1,1,1,1,0,1,1,0,1,-9,1,-9,-9,-9,-9,-9
1,611,1,5,15,1,1,1,1,-9,1,0,1,1,0,0,0,-9,-9,-9,-9
1,388,1,6,16,1,-9,1,1,1,1,1,0,1,-9,1,0,-9,0,-9,-9
1,180,2,6,14,1,0,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9
1,247,2,6,14,1,1,1,1,0,1,1,0,1,1,1,1,1,0,-9,-9
1,31,1,6,12,1,1,1,1,1,1,-9,0,1,1,0,0,-9,0,-9,-9
1,770,2,4,12,1,1,1,1,0,1,1,-9,1,-9,0,-9,-9,-9,-9,-9
1,776,1,4,12,1,-9,1,1,-9,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,780,2,4,12,1,1,1,1,1,-9,-9,0,1,1,-9,-9,-9,0,-9,-9
1,789,1,4,12,1,1,1,1,1,1,0,0,1,-9,-9,-9,-9,-9,-9,-9
1,311,2,6,15,1,1,1,1,-9,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,393,1,6,16,1,1,1,1,1,1,1,1,1,-9,0,-9,-9,-9,-9,-9
1,734,1,4,12,1,1,1,1,0,1,1,1,1,-9,1,0,0,-9,-9,-9
1,740,2,4,12,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,38,2,6,13,1,0,1,1,1,1,1,1,1,0,1,0,-9,0,-9,-9
1,739,1,4,12,1,1,1,1,1,1,0,1,1,0,1,0,-9,-9,-9,-9
1,430,1,5,13,0,0,1,1,-9,1,1,0,1,-9,0,0,-9,-9,-9,-9
1,551,2,5,13,1,1,1,1,-9,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,664,2,4,10,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,7,2,6,14,1,1,1,1,1,0,1,1,1,-9,0,0,-9,-9,-9,-9
1,667,1,4,11,1,1,1,1,0,1,0,1,1,0,0,0,-9,-9,-9,-9
1,263,2,6,14,1,1,1,1,1,1,1,0,1,-9,0,0,-9,-9,-9,-9
1,560,1,5,14,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,354,2,6,15,1,-9,1,1,-9,1,1,0,1,-9,0,0,-9,-9,-9,-9
1,672,2,4,11,1,0,1,1,-9,1,1,0,1,-9,0,0,-9,-9,0,-9
1,665,1,4,10,1,1,1,1,0,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,408,1,5,12,1,0,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,34,2,6,13,1,1,1,1,1,1,0,1,1,-9,1,1,0,-9,-9,-9
1,36,2,6,13,1,0,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,37,2,6,13,1,1,1,1,-9,1,1,0,1,1,-9,-9,-9,-9,-9,-9
1,83,2,6,13,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,414,1,5,13,1,1,1,1,1,1,1,1,1,0,0,0,-9,-9,-9,-9
1,484,1,5,13,1,1,1,1,1,1,1,0,1,1,1,-9,-9,-9,-9,-9
1,512,1,5,13,1,0,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,848,2,4,13,1,-9,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,202,1,6,14,1,1,1,1,1,1,1,1,1,-9,1,0,-9,-9,-9,-9
1,231,1,6,14,1,1,1,1,0,1,1,1,1,1,0,0,1,-9,-9,-9
1,292,1,6,14,1,0,1,1,1,1,0,1,1,-9,0,-9,-9,-9,-9,-9
1,563,1,5,14,1,0,1,1,1,0,0,0,1,-9,-9,-9,-9,-9,-9,-9
1,335,2,6,15,1,-9,1,1,-9,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,317,2,6,15,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,220,2,6,14,1,1,1,1,-9,1,0,1,1,1,1,0,1,0,0,0
1,682,1,4,11,1,1,1,1,0,1,1,0,1,-9,-9,-9,0,-9,-9,0
1,420,1,5,12,0,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9
1,712,1,4,12,1,1,1,1,1,0,1,1,1,1,1,0,-9,-9,-9,-9
1,724,2,4,12,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9
1,517,2,5,13,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9
1,147,1,6,14,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
1,293,1,6,14,1,1,1,1,0,1,1,0,1,-9,-9,0,-9,0,-9,-9
1,744,1,4,12,1,1,1,1,0,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9
1,516,1,5,13,1,0,1,1,1,-9,-9,0,1,-9,-9,0,-9,0,-9,-9
1,418,2,5,14,1,-9,1,1,1,-9,1,0,1,-9,1,0,-9,-9,-9,-9
1,459,1,5,12,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,0,-9
1,454,2,5,12,1,-9,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,524,2,5,13,1,1,1,1,1,0,1,0,1,-9,0,0,-9,-9,-9,-9
1,181,2,6,14,1,1,0,1,1,1,0,1,1,0,-9,-9,-9,0,0,-9
1,219,1,6,14,1,-9,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,-9
1,584,1,5,14,-9,-9,1,1,1,-9,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,716,2,4,12,1,1,1,1,1,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,684,1,4,11,1,1,1,1,1,1,1,1,1,-9,1,-9,1,1,-9,-9
1,28,1,6,12,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,453,1,5,12,1,1,1,1,1,1,1,0,1,0,1,0,-9,-9,-9,-9
1,66,2,6,13,1,-9,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,103,1,6,13,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-9
1,104,2,6,13,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,423,1,5,13,1,1,1,1,1,1,1,1,1,-9,0,0,-9,-9,0,-9
1,492,2,5,13,1,0,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,831,1,4,13,1,1,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,871,1,4,13,-9,0,1,1,0,1,1,0,1,0,-9,-9,-9,-9,-9,-9
1,327,1,6,15,-9,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
1,604,1,5,15,1,0,1,1,0,0,-9,1,1,-9,0,0,-9,0,0,-9
1,897,2,4,15,0,0,0,0,1,1,-9,1,1,-9,-9,-9,-9,-9,-9,-9
1,397,1,6,16,1,-9,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,718,1,4,12,1,1,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9
1,743,2,4,12,1,0,1,1,1,-9,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,795,2,4,12,1,-9,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,71,1,6,13,0,0,1,1,1,1,1,1,1,1,0,-9,-9,0,-9,-9
1,469,2,5,12,1,0,0,1,-9,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,632,2,4,12,1,1,1,1,-9,0,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,729,2,4,12,1,1,1,1,-9,1,1,0,1,0,-9,0,-9,-9,-9,-9
1,737,2,4,12,1,1,1,1,0,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,758,1,4,12,1,1,1,1,0,1,1,1,1,1,1,0,-9,0,-9,-9
1,88,1,6,13,1,1,1,1,0,1,1,1,1,1,0,-9,1,1,-9,-9
1,473,1,5,13,1,0,1,1,1,0,1,1,1,0,0,0,-9,-9,-9,-9
1,495,2,5,13,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9,-9,-9
1,515,2,5,13,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,546,2,5,13,1,1,1,1,1,1,1,1,1,0,-9,0,0,0,0,0
1,851,2,4,13,1,1,1,1,1,1,1,0,1,-9,-9,0,-9,0,-9,-9
1,145,1,6,14,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9
1,336,2,6,15,1,1,1,1,1,0,1,0,1,0,0,-9,-9,-9,-9,-9
1,895,2,4,15,1,-9,1,1,-9,1,1,-9,1,-9,-9,-9,-9,-9,-9,-9
1,403,1,6,16,1,1,1,1,0,1,1,1,1,1,-9,0,-9,-9,-9,-9
1,647,2,4,13,0,1,1,1,1,1,1,1,1,-9,1,-9,-9,1,-9,-9
1,669,1,4,11,0,1,1,1,0,1,1,1,1,0,1,0,-9,-9,-9,-9
1,468,1,5,12,0,0,1,1,1,0,-9,0,1,-9,-9,0,-9,-9,-9,-9
1,39,1,6,13,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9
1,124,2,6,13,1,-9,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,525,2,5,13,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,821,1,4,13,1,1,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,834,1,4,13,1,1,1,1,0,1,1,1,1,0,0,-9,-9,-9,-9,-9
1,882,2,4,14,1,1,1,1,0,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,620,1,5,15,1,-9,0,1,1,0,0,1,1,0,0,0,-9,-9,-9,-9
1,702,1,4,11,0,0,1,1,-9,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,438,2,5,12,1,0,1,1,1,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,725,1,4,12,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,731,1,4,12,1,1,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,768,1,4,12,1,1,1,1,1,-9,1,0,1,0,-9,0,-9,-9,-9,-9
1,475,1,5,13,-9,1,1,1,-9,0,1,1,1,1,-9,-9,-9,0,0,0
1,746,1,4,12,1,1,1,1,0,1,1,0,1,0,0,-9,-9,-9,-9,-9
1,486,1,5,13,1,1,1,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9
1,308,1,6,15,1,1,1,1,1,1,1,0,1,1,0,0,0,1,-9,-9
1,689,2,4,11,1,0,1,1,-9,1,0,0,1,-9,-9,-9,-9,-9,-9,-9
1,461,2,5,12,1,-9,1,1,1,1,0,1,1,1,0,0,-9,-9,-9,-9
1,498,2,5,13,1,1,1,1,1,1,1,0,1,1,0,1,-9,-9,-9,-9
1,508,1,5,13,1,1,1,1,1,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,846,2,4,13,1,1,1,0,1,1,1,1,1,-9,0,0,-9,-9,-9,-9
1,529,2,5,13,1,1,1,1,0,1,1,0,1,1,1,0,0,-9,-9,-9
1,860,1,4,13,1,1,1,1,0,0,0,0,1,0,1,0,0,0,-9,-9
1,680,1,4,11,1,1,1,1,0,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,447,1,5,12,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9,-9,-9
1,774,1,4,12,1,1,1,1,0,0,1,1,1,-9,0,0,-9,-9,-9,-9
1,79,2,6,13,1,1,1,1,1,1,1,1,1,1,0,0,1,0,-9,-9
1,93,2,6,13,1,0,1,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,483,2,5,13,1,1,1,1,0,1,1,0,1,0,0,-9,-9,-9,-9,-9
1,341,1,6,15,1,1,1,1,1,1,1,1,1,-9,-9,0,-9,-9,-9,-9
1,385,1,6,16,1,1,1,1,1,1,1,1,1,1,1,0,0,-9,-9,-9
1,440,1,5,12,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
1,472,1,5,13,1,1,1,0,1,0,1,0,1,0,1,-9,-9,-9,-9,-9
1,550,2,5,13,1,1,1,1,1,0,1,0,1,-9,-9,0,-9,0,-9,-9
1,250,1,6,14,0,-9,1,1,1,1,1,-9,1,0,-9,-9,0,-9,-9,-9
1,301,1,6,14,1,1,1,1,-9,1,1,0,1,-9,-9,0,-9,0,0,-9
1,561,1,5,14,1,1,1,1,1,1,1,0,1,0,1,0,-9,0,0,-9
1,568,1,5,14,1,1,1,1,1,0,0,1,1,0,1,-9,-9,-9,-9,-9
1,471,2,5,13,1,1,1,1,1,1,1,0,1,1,-9,1,1,1,-9,-9
1,713,2,4,12,1,1,1,1,1,0,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,715,1,4,12,1,1,1,1,0,1,0,0,1,1,1,-9,-9,-9,-9,-9
1,719,2,4,12,1,1,1,1,1,1,1,1,1,0,-9,-9,-9,-9,-9,-9
1,470,1,5,13,1,1,1,1,1,1,1,0,1,-9,0,-9,-9,-9,-9,-9
1,134,1,6,14,1,1,1,1,-9,1,-9,1,1,0,1,0,-9,-9,-9,-9
1,325,1,6,15,1,-9,0,1,-9,0,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,377,2,6,15,1,-9,1,1,-9,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,668,2,4,11,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9
1,687,1,4,11,1,1,1,1,0,1,1,1,1,-9,0,-9,-9,-9,0,-9
1,781,1,4,12,1,1,1,1,0,0,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,819,2,4,13,-9,1,1,1,1,1,0,1,1,-9,-9,-9,-9,-9,-9,-9
1,844,2,4,13,0,1,0,1,0,1,1,0,1,-9,-9,0,-9,-9,-9,-9
1,850,2,4,13,1,-9,1,1,1,0,1,1,1,-9,-9,-9,0,0,-9,-9
1,728,1,4,12,1,1,1,1,0,1,1,1,1,0,1,-9,-9,-9,-9,-9
1,478,1,5,13,1,1,1,1,1,0,1,1,1,1,0,0,-9,-9,-9,-9
1,786,2,4,12,1,-9,1,1,-9,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,67,1,6,13,1,1,1,1,1,1,-9,1,1,1,-9,0,-9,-9,-9,-9
1,428,1,5,13,1,-9,1,1,1,0,1,0,1,-9,0,-9,-9,-9,-9,-9
1,499,1,5,13,1,-9,1,1,1,-9,1,0,1,-9,1,-9,-9,1,-9,-9
1,540,1,5,13,1,1,1,1,1,1,1,1,1,-9,1,0,1,-9,-9,-9
1,197,1,6,14,1,1,1,1,-9,1,1,1,1,1,-9,0,-9,-9,-9,-9
1,256,2,6,14,1,0,1,1,1,1,1,1,1,0,-9,0,-9,-9,-9,-9
1,670,1,4,11,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,-9,-9,-9
1,32,1,6,12,1,1,1,1,0,1,1,0,1,0,1,0,-9,-9,-9,-9
1,644,2,4,12,-9,1,1,1,1,1,1,-9,1,0,0,0,-9,-9,-9,-9
1,489,2,5,13,1,1,1,1,1,1,0,0,1,-9,-9,0,-9,-9,-9,-9
1,518,1,5,13,1,1,1,1,1,1,1,0,1,0,1,0,-9,-9,-9,-9
1,531,1,5,13,1,0,1,1,1,1,1,0,1,1,1,0,-9,-9,-9,-9
1,573,2,5,14,1,-9,1,1,1,0,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,657,1,4,12,1,1,1,1,0,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,817,2,4,13,1,0,1,1,1,1,1,0,1,-9,-9,-9,-9,-9,-9,-9
1,771,1,4,12,1,0,1,1,0,1,1,0,1,0,0,0,-9,-9,-9,-9
1,635,1,4,13,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9
1,876,2,4,14,1,1,1,1,1,1,0,1,1,-9,-9,-9,-9,-9,-9,-9
